Date,MSFT
2022-08-01,271.1324157714844
2022-08-02,268.0213317871094
2022-08-03,275.4820861816406
2022-08-04,276.63287353515625
2022-08-05,275.9112243652344
2022-08-08,273.38525390625
2022-08-09,275.3162536621094
2022-08-10,282.0065612792969
2022-08-11,279.91949462890625
2022-08-12,284.68853759765625
2022-08-15,286.2099609375
2022-08-16,285.46881103515625
2022-08-17,284.7162170410156
2022-08-18,283.5923156738281
2022-08-19,279.66339111328125
2022-08-22,271.4538269042969
2022-08-23,270.1735534667969
2022-08-24,269.53826904296875
2022-08-25,272.52886962890625
2022-08-26,262.01275634765625
2022-08-29,259.2176208496094
2022-08-30,257.00885009765625
2022-08-31,255.5429229736328
2022-09-01,254.49710083007812
2022-09-02,250.2554931640625
2022-09-06,247.50921630859375
2022-09-07,252.23948669433594
2022-09-08,252.65972900390625
2022-09-09,258.465087890625
2022-09-12,260.60540771484375
2022-09-13,246.27777099609375
2022-09-14,246.50254821777344
2022-09-15,239.81759643554688
2022-09-16,239.19212341308594
2022-09-19,238.9770965576172
2022-09-20,236.95404052734375
2022-09-21,233.5333709716797
2022-09-22,235.51734924316406
2022-09-23,232.52670288085938
2022-09-26,232.06739807128906
2022-09-27,231.05093383789062
2022-09-28,235.60531616210938
2022-09-29,232.11624145507812
2022-09-30,227.62051391601562
2022-10-03,235.28277587890625
2022-10-04,243.23828125
2022-10-05,243.55101013183594
2022-10-06,241.1956024169922
2022-10-07,228.9301300048828
2022-10-10,224.0532684326172
2022-10-11,220.30029296875
2022-10-12,220.632568359375
2022-10-13,228.9301300048828
2022-10-14,223.37889099121094
2022-10-17,232.14552307128906
2022-10-18,233.09353637695312
2022-10-19,231.1193389892578
2022-10-20,230.7968292236328
2022-10-21,236.6315155029297
2022-10-24,241.6451873779297
2022-10-25,244.97793579101562
2022-10-26,226.07635498046875
2022-10-27,221.60989379882812
2022-10-28,230.52320861816406
2022-10-31,226.86798095703125
2022-11-01,222.99774169921875
2022-11-02,215.1106719970703
2022-11-03,209.3932647705078
2022-11-04,216.37144470214844
2022-11-07,222.7045135498047
2022-11-08,223.6818389892578
2022-11-09,219.42068481445312
2022-11-10,237.47201538085938
2022-11-11,241.5083770751953
2022-11-14,236.07440185546875
2022-11-15,236.48489379882812
2022-11-16,236.91612243652344
2022-11-17,236.8671112060547
2022-11-18,236.41629028320312
2022-11-21,237.22976684570312
2022-11-22,240.15040588378906
2022-11-23,242.64962768554688
2022-11-25,242.56143188476562
2022-11-28,236.94554138183594
2022-11-29,235.54403686523438
2022-11-30,250.05909729003906
2022-12-01,249.61801147460938
2022-12-02,249.9414825439453
2022-12-05,245.21746826171875
2022-12-06,240.23861694335938
2022-12-07,239.50352478027344
2022-12-08,242.4731903076172
2022-12-09,240.53265380859375
2022-12-12,247.48146057128906
2022-12-13,251.80364990234375
2022-12-14,252.09767150878906
2022-12-15,244.05116271972656
2022-12-16,239.81716918945312
2022-12-19,235.66162109375
2022-12-20,236.9847412109375
2022-12-21,239.5623779296875
2022-12-22,233.44662475585938
2022-12-23,233.97586059570312
2022-12-27,232.2411346435547
2022-12-28,229.85952758789062
2022-12-29,236.21046447753906
2022-12-30,235.04417419433594
2023-01-03,234.80894470214844
2023-01-04,224.53765869140625
2023-01-05,217.88284301757812
2023-01-06,220.45068359375
2023-01-09,222.59707641601562
2023-01-10,224.29263305664062
2023-01-11,231.0748291015625
2023-01-12,233.76026916503906
2023-01-13,234.46591186523438
2023-01-17,235.56362915039062
2023-01-18,231.11404418945312
2023-01-19,227.31129455566406
2023-01-20,235.4362335205078
2023-01-23,237.74920654296875
2023-01-24,237.21995544433594
2023-01-25,235.81845092773438
2023-01-26,243.061279296875
2023-01-27,243.2180633544922
2023-01-30,237.8766326904297
2023-01-31,242.87506103515625
2023-02-01,247.71665954589844
2023-02-02,259.33074951171875
2023-02-03,253.2052001953125
2023-02-06,251.65660095214844
2023-02-07,262.23175048828125
2023-02-08,261.41827392578125
2023-02-09,258.3702087402344
2023-02-10,257.8605651855469
2023-02-13,265.9168701171875
2023-02-14,266.74993896484375
2023-02-15,264.61785888671875
2023-02-16,257.572998046875
2023-02-17,253.554443359375
2023-02-21,248.258544921875
2023-02-22,247.11880493164062
2023-02-23,250.32186889648438
2023-02-24,244.86875915527344
2023-02-27,245.79234313964844
2023-02-28,245.0652618408203
2023-03-01,241.97027587890625
2023-03-02,246.7257843017578
2023-03-03,250.83279418945312
2023-03-06,252.38519287109375
2023-03-07,249.7126922607422
2023-03-08,249.27052307128906
2023-03-09,247.91465759277344
2023-03-10,244.249755859375
2023-03-13,249.48672485351562
2023-03-14,256.23675537109375
2023-03-15,260.8055725097656
2023-03-16,271.3777160644531
2023-03-17,274.5513000488281
2023-03-20,267.47698974609375
2023-03-21,269.0
2023-03-22,267.5360107421875
2023-03-23,272.8122253417969
2023-03-24,275.6714172363281
2023-03-27,271.5545959472656
2023-03-28,270.4246826171875
2023-03-29,275.61248779296875
2023-03-30,279.09063720703125
2023-03-31,283.2664489746094
2023-04-03,282.21514892578125
2023-04-04,282.166015625
2023-04-05,279.3756103515625
2023-04-06,286.5088195800781
2023-04-10,284.33740234375
2023-04-11,277.89190673828125
2023-04-12,278.5404357910156
2023-04-13,284.7795715332031
2023-04-14,281.14422607421875
2023-04-17,283.75775146484375
2023-04-18,283.33526611328125
2023-04-19,283.413818359375
2023-04-20,281.11468505859375
2023-04-21,280.77081298828125
2023-04-24,276.8504333496094
2023-04-25,270.6112976074219
2023-04-26,290.2130432128906
2023-04-27,299.5079040527344
2023-04-28,301.89544677734375
2023-05-01,300.22509765625
2023-05-02,300.0777587890625
2023-05-03,299.0853576660156
2023-05-04,300.0777587890625
2023-05-05,305.22625732421875
2023-05-08,303.2611083984375
2023-05-09,301.6399841308594
2023-05-10,306.8572998046875
2023-05-11,304.69561767578125
2023-05-12,303.5755920410156
2023-05-15,304.0570068359375
2023-05-16,306.2972106933594
2023-05-17,309.1921691894531
2023-05-18,313.6429443359375
2023-05-19,313.4656982421875
2023-05-22,316.26226806640625
2023-05-23,310.43292236328125
2023-05-24,309.04449462890625
2023-05-25,320.9296875
2023-05-26,327.7929382324219
2023-05-30,326.1386413574219
2023-05-31,323.36187744140625
2023-06-01,327.4876708984375
2023-06-02,330.2645263671875
2023-06-05,330.7962341308594
2023-06-06,328.57086181640625
2023-06-07,318.4285888671875
2023-06-08,320.27978515625
2023-06-09,321.7863464355469
2023-06-12,326.7688903808594
2023-06-13,329.1715393066406
2023-06-14,332.1748046875
2023-06-15,342.7700500488281
2023-06-16,337.0883483886719
2023-06-20,332.8739318847656
2023-06-21,328.45269775390625
2023-06-22,334.508544921875
2023-06-23,329.890380859375
2023-06-26,323.5686950683594
2023-06-27,329.4472351074219
2023-06-28,330.7076110839844
2023-06-29,329.91986083984375
2023-06-30,335.3258056640625
2023-07-03,332.8149108886719
2023-07-05,332.9723815917969
2023-07-06,336.04461669921875
2023-07-07,332.056640625
2023-07-10,326.7491760253906
2023-07-11,327.3793640136719
2023-07-12,332.0369873046875
2023-07-13,337.4133605957031
2023-07-14,339.953857421875
2023-07-17,340.4363708496094
2023-07-18,353.9856262207031
2023-07-19,349.6432189941406
2023-07-20,341.55889892578125
2023-07-21,338.50634765625
2023-07-24,339.8258056640625
2023-07-25,345.6059875488281
2023-07-26,332.5982360839844
2023-07-27,325.6561584472656
2023-07-28,333.1890563964844
2023-07-31,330.7765808105469
2023-08-01,331.1901550292969
2023-08-02,322.4854736328125
2023-08-03,321.6583251953125
2023-08-04,322.7611999511719
2023-08-07,325.0555419921875
2023-08-08,321.0576477050781
2023-08-09,317.2961730957031
2023-08-10,317.98541259765625
2023-08-11,316.0948791503906
2023-08-14,319.0785217285156
2023-08-15,316.93182373046875
2023-08-16,316.1621398925781
2023-08-17,312.6887512207031
2023-08-18,312.2939758300781
2023-08-21,317.62261962890625
2023-08-22,318.1949462890625
2023-08-23,322.67486572265625
2023-08-24,315.7378845214844
2023-08-25,318.70806884765625
2023-08-28,319.41851806640625
2023-08-29,324.06622314453125
2023-08-30,324.4411926269531
2023-08-31,323.4248352050781
2023-09-01,324.31292724609375
2023-09-05,329.1382141113281
2023-09-06,328.47711181640625
2023-09-07,325.5464172363281
2023-09-08,329.8487243652344
2023-09-11,333.47015380859375
2023-09-12,327.3817138671875
2023-09-13,331.6150207519531
2023-09-14,334.22015380859375
2023-09-15,325.852294921875
2023-09-18,324.7076110839844
2023-09-19,324.30303955078125
2023-09-20,316.5272216796875
2023-09-21,315.30364990234375
2023-09-22,312.8170166015625
2023-09-25,313.34002685546875
2023-09-26,308.01141357421875
2023-09-27,308.65283203125
2023-09-28,309.4915771484375
2023-09-29,311.57366943359375
2023-10-02,317.5436096191406
2023-10-03,309.2449035644531
2023-10-04,314.7412109375
2023-10-05,315.13592529296875
2023-10-06,322.9314270019531
2023-10-09,325.45758056640625
2023-10-10,324.0464782714844
2023-10-11,328.0232238769531
2023-10-12,326.7798156738281
2023-10-13,323.39520263671875
2023-10-16,328.240234375
2023-10-17,327.66790771484375
2023-10-18,325.7437438964844
2023-10-19,326.937744140625
2023-10-20,322.3492431640625
2023-10-23,324.9642028808594
2023-10-24,326.1581726074219
2023-10-25,336.1640930175781
2023-10-26,323.5531311035156
2023-10-27,325.44775390625
2023-10-30,332.8485107421875
2023-10-31,333.6379089355469
2023-11-01,341.49261474609375
2023-11-02,343.712890625
2023-11-03,348.13360595703125
2023-11-06,351.81427001953125
2023-11-07,355.7613830566406
2023-11-08,358.39605712890625
2023-11-09,355.91925048828125
2023-11-10,364.780517578125
2023-11-13,361.8300476074219
2023-11-14,365.3725280761719
2023-11-15,365.5209045410156
2023-11-16,371.9479064941406
2023-11-17,365.6988220214844
2023-11-20,373.2036437988281
2023-11-21,368.8826904296875
2023-11-22,373.6090393066406
2023-11-24,373.1937561035156
2023-11-27,374.36053466796875
2023-11-28,378.4046325683594
2023-11-29,374.59783935546875
2023-11-30,374.65716552734375
2023-12-01,370.3065490722656
2023-12-04,364.996826171875
2023-12-05,368.3388671875
2023-12-06,364.66064453125
2023-12-07,366.7864990234375
2023-12-08,370.0296936035156
2023-12-11,367.132568359375
2023-12-12,370.1780090332031
2023-12-13,370.1680908203125
2023-12-14,361.8228454589844
2023-12-15,366.5690002441406
2023-12-18,368.4674072265625
2023-12-19,369.07061767578125
2023-12-20,366.46014404296875
2023-12-21,369.3474426269531
2023-12-22,370.375732421875
2023-12-26,370.454833984375
2023-12-27,369.8714904785156
2023-12-28,371.0678405761719
2023-12-29,371.81939697265625
2024-01-02,366.7073669433594
2024-01-03,366.4404296875
2024-01-04,363.810302734375
2024-01-05,363.6224060058594
2024-01-08,370.4845275878906
2024-01-09,371.5721740722656
2024-01-10,378.47381591796875
2024-01-11,380.31292724609375
2024-01-12,384.1098327636719
2024-01-16,385.8896179199219
2024-01-17,385.0986328125
2024-01-18,389.44927978515625
2024-01-19,394.1954345703125
2024-01-22,392.0596008300781
2024-01-23,394.4228210449219
2024-01-24,398.04168701171875
2024-01-25,400.3257751464844
2024-01-26,399.3963317871094
2024-01-29,405.1213073730469
2024-01-30,404.0040283203125
2024-01-31,393.1176452636719
2024-02-01,399.2480163574219
2024-02-02,406.6045227050781
2024-02-05,401.0970458984375
2024-02-06,400.9388122558594
2024-02-07,409.4027099609375
2024-02-08,409.46209716796875
2024-02-09,415.82977294921875
2024-02-12,410.59918212890625
2024-02-13,401.7595520019531
2024-02-14,405.6426696777344
2024-02-15,402.740234375
2024-02-16,400.2637023925781
2024-02-20,399.0056457519531
2024-02-21,398.4013671875
2024-02-22,407.7823791503906
2024-02-23,406.48468017578125
2024-02-26,403.71099853515625
2024-02-27,403.651611328125
2024-02-28,403.8892822265625
2024-02-29,409.7536926269531
2024-03-01,411.5962219238281
2024-03-04,411.021728515625
2024-03-05,398.8669128417969
2024-03-06,398.31219482421875
2024-03-07,405.2960205078125
2024-03-08,402.4034118652344
2024-03-11,400.7193603515625
2024-03-12,411.37823486328125
2024-03-13,411.1999816894531
2024-03-14,421.2248840332031
2024-03-15,412.507568359375
2024-03-18,413.3990783691406
2024-03-19,417.45068359375
2024-03-20,421.23480224609375
2024-03-21,425.3359069824219
2024-03-22,424.71185302734375
2024-03-25,418.8870544433594
2024-03-26,417.68841552734375
2024-03-27,417.4704895019531
2024-03-28,416.76715087890625
2024-04-01,420.58099365234375
2024-04-02,417.48040771484375
2024-04-03,416.49969482421875
2024-04-04,413.953857421875
2024-04-05,421.5220642089844
2024-04-08,420.6007995605469
2024-04-09,422.2749328613281
2024-04-10,419.2833251953125
2024-04-11,423.909423828125
2024-04-12,417.93609619140625
2024-04-15,409.7536926269531
2024-04-16,410.6848449707031
2024-04-17,407.9706115722656
2024-04-18,400.4717102050781
2024-04-19,395.3701171875
2024-04-22,397.1927795410156
2024-04-23,403.74072265625
2024-04-24,405.2167053222656
2024-04-25,395.2908935546875
2024-04-26,402.50250244140625
2024-04-29,398.4707336425781
2024-04-30,385.6720886230469
2024-05-01,391.2293701171875
2024-05-02,394.1021423339844
2024-05-03,402.83929443359375
2024-05-06,409.6546325683594
2024-05-07,405.4941101074219
2024-05-08,406.6828308105469
2024-05-09,408.44610595703125
2024-05-10,410.8433532714844
2024-05-13,409.8329162597656
2024-05-14,412.6462707519531
2024-05-15,419.8609313964844
2024-05-16,417.786865234375
2024-05-17,417.0127868652344
2024-05-20,422.1037292480469
2024-05-21,425.7756042480469
2024-05-22,427.24432373046875
2024-05-23,423.7511291503906
2024-05-24,426.8870544433594
2024-05-28,427.0458679199219
2024-05-29,425.9046325683594
2024-05-30,411.5149230957031
2024-05-31,411.9714050292969
2024-06-03,410.37371826171875
2024-06-04,412.9042663574219
2024-06-05,420.78387451171875
2024-06-06,421.28997802734375
2024-06-07,420.6250915527344
2024-06-10,424.614501953125
2024-06-11,429.3879089355469
2024-06-12,437.70416259765625
2024-06-13,438.22015380859375
2024-06-14,439.2026672363281
2024-06-17,444.95849609375
2024-06-18,442.9439697265625
2024-06-20,442.308837890625
2024-06-21,446.3578186035156
2024-06-24,444.26385498046875
2024-06-25,447.5188903808594
2024-06-26,448.7196960449219
2024-06-27,449.4044494628906
2024-06-28,443.54931640625
2024-07-01,453.2549133300781
2024-07-02,455.7855224609375
2024-07-03,457.26416015625
2024-07-05,464.00250244140625
2024-07-08,462.69256591796875
2024-07-09,456.04351806640625
2024-07-10,462.7024841308594
2024-07-11,451.2403564453125
2024-07-12,450.09912109375
2024-07-15,450.5060119628906
2024-07-16,446.09979248046875
2024-07-17,440.1453857421875
2024-07-18,437.0194091796875
2024-07-19,433.7841796875
2024-07-22,439.56982421875
2024-07-23,441.4653015136719
2024-07-24,425.63665771484375
2024-07-25,415.2165832519531
2024-07-26,422.0342712402344
2024-07-29,423.48321533203125
2024-07-30,419.7021484375
2024-07-31,415.1669616699219
2024-08-01,413.93634033203125
2024-08-02,405.3819274902344
2024-08-05,392.1434326171875
2024-08-06,396.56951904296875
2024-08-07,395.3984680175781
2024-08-08,399.6260986328125
2024-08-09,402.93072509765625
2024-08-12,403.7147521972656
2024-08-13,410.8599548339844
2024-08-14,413.6882629394531
2024-08-15,418.5796203613281
2024-08-16,416.0345458984375
2024-08-19,419.07672119140625
2024-08-20,422.32769775390625
2024-08-21,421.6715393066406
2024-08-22,413.1315002441406
2024-08-23,414.36431884765625
2024-08-26,411.0835266113281
2024-08-27,411.4314880371094
2024-08-28,408.2103271484375
2024-08-29,410.7156982421875
2024-08-30,414.7122802734375
2024-09-03,407.0570983886719
2024-09-04,406.5202331542969
2024-09-05,406.0132141113281
2024-09-06,399.3621826171875
2024-09-09,403.3587341308594
2024-09-10,411.7893981933594
2024-09-11,420.57794189453125
2024-09-12,424.514892578125
2024-09-13,428.083984375
2024-09-16,428.8296203613281
2024-09-17,432.6174621582031
2024-09-18,428.302734375
2024-09-19,436.1368408203125
2024-09-20,432.73675537109375
2024-09-23,430.9870300292969
2024-09-24,426.6722717285156
2024-09-25,429.59515380859375
2024-09-26,428.7998046875
2024-09-27,425.5289306640625
2024-09-30,427.795654296875
2024-10-01,418.2416076660156
2024-10-02,414.7023620605469
2024-10-03,414.11578369140625
2024-10-04,413.6385803222656
2024-10-07,407.15655517578125
2024-10-08,412.2964172363281
2024-10-09,415.0303955078125
2024-10-10,413.4198303222656
2024-10-11,413.8970642089844
2024-10-14,416.70062255859375
2024-10-15,416.3029479980469
2024-10-16,413.6982116699219
2024-10-17,414.29473876953125
2024-10-18,415.726318359375
2024-10-21,416.3427429199219
2024-10-22,425.0219421386719
2024-10-23,422.1288757324219
2024-10-24,422.2580871582031
2024-10-25,425.658203125
2024-10-28,424.1072998046875
2024-10-29,429.43609619140625
2024-10-30,430.0127258300781
2024-10-31,403.9850769042969
2024-11-01,407.9816589355469
2024-11-04,406.082763671875
2024-11-05,409.0653381347656
2024-11-06,417.73455810546875
2024-11-07,422.95404052734375
2024-11-08,420.0808410644531
2024-11-11,415.57720947265625
2024-11-12,420.5679931640625
2024-11-13,422.72540283203125
2024-11-14,424.4055480957031
2024-11-15,412.5847473144531
2024-11-18,413.34033203125
2024-11-19,415.3585205078125
2024-11-20,413.0718688964844
2024-11-21,411.2887268066406
2024-11-22,415.4029235839844
2024-11-25,417.1860656738281
2024-11-26,426.350830078125
2024-11-27,421.3699951171875
2024-11-29,421.8381652832031
2024-12-02,429.32940673828125
2024-12-03,429.5485534667969
2024-12-04,435.7447204589844
2024-12-05,440.9247741699219
2024-12-06,441.87115478515625
2024-12-09,444.3117370605469
2024-12-10,441.632080078125
2024-12-11,447.2704162597656
2024-12-12,447.83819580078125
2024-12-13,445.5569763183594
2024-12-16,449.8604431152344
2024-12-17,452.7194519042969
2024-12-18,435.71484375
2024-12-19,435.356201171875
2024-12-20,434.9278564453125
2024-12-23,433.5830383300781
2024-12-24,437.6473693847656
2024-12-26,436.43206787109375
2024-12-27,428.881103515625
2024-12-30,423.2029113769531
2024-12-31,419.88568115234375
2025-01-02,416.97686767578125
2025-01-03,421.7286071777344
2025-01-06,426.21136474609375
2025-01-07,420.7523498535156
2025-01-08,422.9339904785156
2025-01-10,417.345458984375
2025-01-13,415.5921936035156
2025-01-14,414.0780334472656
2025-01-15,424.6772766113281
2025-01-16,422.953857421875
2025-01-17,427.3868713378906
2025-01-21,426.8588562011719
2025-01-22,444.4911193847656
2025-01-23,444.9991149902344
2025-01-24,442.3592834472656
2025-01-27,432.8956604003906
2025-01-28,445.4872741699219
2025-01-29,440.6358947753906
2025-01-30,413.4006042480469
2025-01-31,413.4703674316406
2025-02-03,409.3462219238281
2025-02-04,410.7906494140625
2025-02-05,411.7071533203125
2025-02-06,414.2274475097656
2025-02-07,408.1806945800781
2025-02-10,410.6412353515625
2025-02-11,409.8642272949219
2025-02-12,407.4734191894531
2025-02-13,408.9676818847656
2025-02-14,406.86572265625
2025-02-18,408.0711364746094
2025-02-19,413.18145751953125
2025-02-20,415.3674621582031
2025-02-21,407.4619445800781
2025-02-24,403.2596740722656
2025-02-25,397.17083740234375
2025-02-26,398.99749755859375
2025-02-27,391.8106994628906
2025-02-28,396.26251220703125
2025-03-03,387.778076171875
2025-03-04,387.8978576660156
2025-03-05,400.2851257324219
2025-03-06,396.1627197265625
2025-03-07,392.5892639160156
2025-03-10,379.46337890625
2025-03-11,379.7528381347656
2025-03-12,382.5676574707031
2025-03-13,378.0758972167969
2025-03-14,387.84796142578125
2025-03-17,387.98773193359375
2025-03-18,382.81719970703125
2025-03-19,387.1093444824219
2025-03-20,386.131103515625
2025-03-21,390.54302978515625
2025-03-24,392.35968017578125
2025-03-25,394.4358825683594
2025-03-26,389.2554016113281
2025-03-27,389.8642578125
2025-03-28,378.1058349609375
2025-03-31,374.7021179199219
2025-04-01,381.4896545410156
2025-04-02,381.43975830078125
2025-04-03,372.42626953125
2025-04-04,359.18060302734375
2025-04-07,357.2042236328125
2025-04-08,353.9102783203125
2025-04-09,389.7744140625
2025-04-10,380.65118408203125
2025-04-11,387.7381896972656
2025-04-14,387.0993347167969
2025-04-15,385.0231628417969
2025-04-16,370.92901611328125
2025-04-17,367.1060485839844
2025-04-21,358.4619140625
2025-04-22,366.1478271484375
2025-04-23,373.7039489746094
2025-04-24,386.59027099609375
2025-04-25,391.1319580078125
2025-04-28,390.4432067871094
2025-04-29,393.31793212890625
2025-04-30,394.53570556640625
2025-05-01,424.6204528808594
2025-05-02,434.48236083984375
2025-05-05,435.3707275390625
2025-05-06,432.5159606933594
2025-05-07,432.555908203125
2025-05-08,437.3670654296875
2025-05-09,437.9260559082031
2025-05-12,448.4367370605469
2025-05-13,448.3169860839844
2025-05-14,452.1099853515625
2025-05-15,453.1300048828125
2025-05-16,454.2699890136719
2025-05-19,458.8699951171875
2025-05-20,458.1700134277344
2025-05-21,452.57000732421875
2025-05-22,454.8599853515625
2025-05-23,450.17999267578125
2025-05-27,460.69000244140625
2025-05-28,457.3599853515625
2025-05-29,458.67999267578125
2025-05-30,460.3599853515625
2025-06-02,461.9700012207031
2025-06-03,462.9700012207031
2025-06-04,463.8699951171875
2025-06-05,467.67999267578125
2025-06-06,470.3800048828125
2025-06-09,472.75
2025-06-10,470.9200134277344
2025-06-11,472.6199951171875
2025-06-12,478.8699951171875
2025-06-13,474.9599914550781
2025-06-16,479.1400146484375
2025-06-17,478.0400085449219
2025-06-18,480.239990234375
2025-06-20,477.3999938964844
2025-06-23,486.0
2025-06-24,490.1099853515625
2025-06-25,492.2699890136719
2025-06-26,497.45001220703125
2025-06-27,495.94000244140625
2025-06-30,497.4100036621094
2025-07-01,492.04998779296875
2025-07-02,491.0899963378906
2025-07-03,498.8399963378906
2025-07-07,497.7200012207031
2025-07-08,496.6199951171875
2025-07-09,503.510009765625
2025-07-10,501.4800109863281
2025-07-11,503.32000732421875
2025-07-14,503.0199890136719
2025-07-15,505.82000732421875
2025-07-16,505.6199951171875
2025-07-17,511.70001220703125
2025-07-18,510.04998779296875
2025-07-21,510.05999755859375
2025-07-22,505.2699890136719
2025-07-23,505.8699951171875
2025-07-24,510.8800048828125
2025-07-25,513.7100219726562
2025-07-28,512.5
2025-07-29,512.5700073242188
2025-07-30,513.239990234375
2025-07-31,533.5
2025-08-01,524.1099853515625
